customer_id,first_name,last_name,email,phone_number,address,city,state,zip_code,segment,source_updated_at
1058,Tammy,Powell,franciscostephens@example.com,929.814.7137x6070,55164 James Path,Port Thomas,MD,81339,Bronze,2026-08-15T13:20:19.926557+00:00
1059,Jill,Johnson,ajennings@example.com,413.457.9637x9042,44088 Kimberly Corner Apt. 901,Hernandezville,MI,40051,Silver,2026-08-15T13:20:19.928060+00:00
1060,Wanda,Shelton,madison96@example.com,538-732-1636x60991,1179 Chase Mission,Jayport,UT,20632,Silver,2026-08-15T13:20:19.928060+00:00
1061,Michael,Mccarty,smithjennifer@example.net,880.293.7418,023 Stephanie Bypass Suite 781,Port Madison,WV,70350,Bronze,2026-08-15T13:20:19.928060+00:00
1062,Stephen,Kelley,youngdominique@example.net,7377310017,667 Dale Circle Apt. 512,New Melissaberg,KS,63597,Gold,2026-08-15T13:20:19.928060+00:00
1063,Alexander,Burch,reneehall@example.net,001-439-567-8684x81812,301 Leslie Loaf Suite 316,Sarahtown,AL,62535,Silver,2026-08-15T13:20:19.928060+00:00
1064,Robert,Martin,leroydavenport@example.org,(381)752-6208x14511,7714 Lisa Walk,Melissabury,FM,52685,Bronze,2026-08-15T13:20:19.928060+00:00
1065,Gregory,Ramirez,carterangela@example.com,778.829.6977,78315 Howard Motorway Apt. 486,Port Charles,SC,27625,Bronze,2026-08-15T13:20:19.928060+00:00
1066,Richard,Ramirez,rjohnson@example.net,235.550.4190x69301,686 Martinez Orchard Suite 172,Proctorbury,WY,74513,Gold,2026-08-15T13:20:19.929562+00:00
1067,Robert,Newton,cwhitaker@example.com,838-273-1487x62265,44797 Adam Island Suite 839,Amyburgh,PA,59597,Bronze,2026-08-15T13:20:19.929562+00:00
1068,Timothy,Smith,williamskelsey@example.com,657-497-2512x0581,5559 Anthony Brook,Lake Susan,FM,48663,Bronze,2026-08-15T13:20:19.929562+00:00
1069,Eric,Murray,sbrown@example.org,(471)752-5200,51110 Christopher Valley Suite 641,Woodstad,WY,89834,Bronze,2026-08-15T13:20:19.929562+00:00
1070,Joseph,Ward,parkercindy@example.org,001-748-652-9198,8653 Gregory Corners Apt. 203,Blackstad,NM,31925,Bronze,2026-08-15T13:20:19.929562+00:00
1071,Shirley,Baker,hartmancalvin@example.net,001-314-288-0889x6102,5035 Adrian Haven Suite 784,Coffeyland,LA,53357,Silver,2026-08-15T13:20:19.930564+00:00
1072,Jason,Rivera,whart@example.com,001-506-826-9703,755 Mason Coves Suite 487,Port Patrickmouth,NC,08935,Silver,2026-08-15T13:20:19.930564+00:00
1073,Alyssa,Wheeler,martinezjohn@example.com,(398)495-5468,642 Joshua Shore Suite 602,Woodsview,CT,58301,Bronze,2026-08-15T13:20:19.930564+00:00
1074,Craig,Walker,troy19@example.net,831.844.3423,9771 Ross Fields Suite 998,Jackieville,MO,10837,Gold,2026-08-15T13:20:19.930564+00:00
1075,Holly,Chandler,sue77@example.net,001-543-897-7635x1747,8200 Walters Pines Apt. 874,Armstrongside,UT,07874,Gold,2026-08-15T13:20:19.930564+00:00
1076,Elizabeth,Long,zcunningham@example.net,(768)558-7360,936 Pamela Mountains Suite 299,East Kelly,UT,52210,Silver,2026-08-15T13:20:19.931564+00:00
1077,Amy,Martinez,christopher64@example.net,+1-318-759-8593x45107,065 Brenda Lodge Suite 707,North Davidland,MP,86625,Gold,2026-08-15T13:20:19.931564+00:00
1078,Nicole,Lyons,christopher06@example.org,001-345-776-9368x632,42374 Fox Mews,New Zachary,ID,74837,Gold,2026-08-15T13:20:19.931564+00:00
1079,Brian,Payne,mcdonaldsusan@example.net,898.450.9193x964,255 David Shore Apt. 673,South Lynnton,UT,82180,Bronze,2026-08-15T13:20:19.931564+00:00
1080,Veronica,Fleming,fsoto@example.org,595-408-3097x0202,88751 Hernandez Springs Suite 152,New Thomas,NH,01386,Silver,2026-08-15T13:20:19.931564+00:00
1081,David,Elliott,carolynsingh@example.org,664.233.0426x36010,84426 Vasquez Crossroad,Lake Michael,CO,06754,Silver,2026-08-15T13:20:19.932564+00:00
1082,Mark,Hayes,patriciahutchinson@example.com,+1-552-452-7428x86939,1845 Klein Ports,West Lynn,NV,23923,Bronze,2026-08-15T13:20:19.932564+00:00
1083,Angela,Carey,rstevens@example.com,768.818.4425x35611,55012 Anne Walks Suite 920,North Alicehaven,OR,84810,Bronze,2026-08-15T13:20:19.932564+00:00
1084,Valerie,Chavez,mooremelissa@example.org,(234)500-7531x7307,79457 Hunt Land Apt. 820,North Melinda,NJ,25808,Silver,2026-08-15T13:20:19.932564+00:00
1085,Nancy,Alexander,samantha67@example.net,001-637-758-4681x18014,4752 Andrew Roads,Weissside,GA,41362,Gold,2026-08-15T13:20:19.932564+00:00
1086,Edward,Graves,figueroaamy@example.org,3643723650,308 Maldonado Ports Suite 540,Jonathanfort,IA,93454,Silver,2026-08-15T13:20:19.933564+00:00
1087,Laura,Allen,arivera@example.com,001-551-976-6615x9562,50553 Cynthia Mountain,Millerside,RI,81335,Gold,2026-08-15T13:20:19.933564+00:00
1088,Mandy,Johnson,whill@example.com,228.732.8385x756,023 Daniel Course Suite 339,Christinefort,IN,06801,Gold,2026-08-15T13:20:19.933564+00:00
1089,Jessica,Bryant,cookmorgan@example.com,792-857-9053x437,3508 Fields Square,New Lori,NM,27129,Gold,2026-08-15T13:20:19.933564+00:00
1090,Brandon,Lewis,jacksondiane@example.net,345.954.4771,903 Sarah Forest Suite 446,Port Thomas,NV,75522,Bronze,2026-08-15T13:20:19.934564+00:00
1091,Ashley,Middleton,pramirez@example.org,(720)333-6915,21192 Morris Row,Sethburgh,FL,26326,Silver,2026-08-15T13:20:19.934564+00:00
1092,Jerry,Hoffman,amandawilkerson@example.com,001-743-732-4745x873,155 Lopez Point,Westside,AR,94340,Bronze,2026-08-15T13:20:19.934564+00:00
1093,Jessica,Fuller,zward@example.net,001-251-902-4253x44797,87681 White Spring Suite 555,Dianeshire,MI,70167,Bronze,2026-08-15T13:20:19.934564+00:00
1094,Kimberly,Hubbard,andresparker@example.org,718-451-6487x3509,5067 Ward Fields,Port Austinborough,LA,95630,Gold,2026-08-15T13:20:19.934564+00:00
1095,David,Raymond,joshua26@example.net,+1-258-707-5122x624,831 Calvin Bridge Apt. 254,West Thomas,NJ,53503,Bronze,2026-08-15T13:20:19.934564+00:00
1096,Pamela,Hopkins,angelatodd@example.net,711.744.2887,9303 Lori Turnpike,South James,MO,21293,Gold,2026-08-15T13:20:19.934564+00:00
1097,Diana,Lane,xnelson@example.com,7103221040,276 Dorothy Center Suite 687,Codyland,PA,52449,Silver,2026-08-15T13:20:19.934564+00:00
1098,Karen,Trujillo,gardneranne@example.net,3009296118,977 Bradley Divide Apt. 982,South Jasminetown,TN,66696,Bronze,2026-08-15T13:20:19.936066+00:00
1099,William,Mcneil,qscott@example.org,+1-524-998-9410x687,29941 Adams Skyway Suite 982,South Mallory,NJ,60875,Bronze,2026-08-15T13:20:19.936066+00:00
1100,David,Hardin,ojenkins@example.com,445.421.4622x2116,1094 Bryan Extension Apt. 346,Coreymouth,MS,84035,Bronze,2026-08-15T13:20:19.936066+00:00
1101,Nicole,Perkins,adamsbrady@example.net,001-803-586-7486x54910,0042 Christopher Station Apt. 938,Wongside,WA,37980,Gold,2026-08-15T13:20:19.936066+00:00
1102,Mikayla,Rodriguez,amber15@example.org,641-711-0669x9864,7553 Taylor Corner,Scottville,ID,85922,Bronze,2026-08-15T13:20:19.937069+00:00
1103,Jennifer,Lawrence,romanmia@example.net,344.486.9249x08190,93993 Rice Mill,South Michael,GU,81436,Silver,2026-08-15T13:20:19.937069+00:00
1104,Jennifer,Martinez,katherine37@example.org,(205)852-0318x384,841 Ayala Rest,North Shelly,FL,90317,Bronze,2026-08-15T13:20:19.937069+00:00
1105,Gregory,Turner,clarkmelissa@example.org,001-788-762-5115x242,110 Justin Junctions,Sheltonchester,CO,38977,Silver,2026-08-15T13:20:19.937069+00:00
1106,Kristen,Rodriguez,austin92@example.org,+1-841-548-7883x99383,02551 Ward Greens Suite 837,Mosesstad,PW,87728,Gold,2026-08-15T13:20:19.937069+00:00
1107,Lisa,Waters,martingray@example.com,914.386.4094x3599,495 Miller Stravenue Apt. 291,Kirbytown,GA,30177,Bronze,2026-08-15T13:20:19.938069+00:00
1108,Jennifer,Johnson,justin43@example.net,893-517-1931x765,996 Laurie Mountain Suite 777,West Natalie,FM,66120,Silver,2026-08-15T13:20:19.938069+00:00
1109,Kristi,Smith,aaronmorrow@example.com,309.949.5270,7985 Alexander Brooks Apt. 305,Adamsmouth,MN,45400,Silver,2026-08-15T13:20:19.938069+00:00
1110,Douglas,Sweeney,grahamzachary@example.net,930.771.7402,8593 Karen Row Suite 176,Johnborough,AZ,56987,Bronze,2026-08-15T13:20:19.938069+00:00
1111,Dawn,Thompson,mossdaniel@example.com,(727)525-7793,0623 Jessica Rapids Suite 225,East Craig,AK,14410,Silver,2026-08-15T13:20:19.939069+00:00
1112,Timothy,Jackson,stevenspamela@example.com,+1-341-988-3944x8124,631 Alexandra Pike Apt. 811,Stricklandhaven,OR,51477,Bronze,2026-08-15T13:20:19.939069+00:00
1113,Eric,Oconnor,jcunningham@example.net,+1-669-398-8441x805,48908 Karen Junction Apt. 180,Amandahaven,GU,23403,Silver,2026-08-15T13:20:19.939069+00:00
1114,Julie,Rogers,aterry@example.org,963.984.1083x49800,74559 Holmes Forge,Maryport,AL,58687,Silver,2026-08-15T13:20:19.939069+00:00
1115,Richard,Wu,williamswendy@example.com,+1-273-970-0561x50503,74440 Perez Radial,Lake Kelly,ND,17184,Bronze,2026-08-15T13:20:19.939069+00:00
1116,Tracy,Reed,sharon86@example.org,893-700-2079,19222 Vance Villages Suite 245,Lake Deannamouth,MO,15809,Gold,2026-08-15T13:20:19.940069+00:00
1117,Stephanie,Jones,nhamilton@example.net,7166212726,199 Jackson Village,Lake Theresaview,NV,16398,Gold,2026-08-15T13:20:19.940069+00:00
1118,Amy,Lyons,sarahboyd@example.org,5594015377,7110 Jesus Station,Paulstad,MP,86551,Silver,2026-08-15T13:20:19.940069+00:00
1119,Marc,Smith,lisa95@example.net,373-894-3120x83550,03592 Kyle Brooks Suite 516,New Ashley,TX,93663,Gold,2026-08-15T13:20:19.940069+00:00
1120,Benjamin,Kemp,tgilbert@example.org,9909437693,8218 April Well Apt. 421,South Michaelmouth,ME,41138,Silver,2026-08-15T13:20:19.940069+00:00
1121,Bonnie,Brady,kimberlymills@example.net,959.559.8914,101 Mary Stream,Debrabury,WA,83179,Silver,2026-08-15T13:20:19.941069+00:00
1122,George,Andrade,joshuajenkins@example.org,847.587.5870,36993 Mitchell Burgs Apt. 403,New Deborah,NH,88890,Gold,2026-08-15T13:20:19.941069+00:00
1123,Brenda,Barrera,jameswilson@example.net,404-919-4634x7697,595 Wilson Route Apt. 929,Jamesstad,MD,73294,Bronze,2026-08-15T13:20:19.941069+00:00
1124,Jason,Castillo,perezjeffrey@example.com,779.837.2302,9719 Warren Cape Suite 683,Vincentton,GA,42802,Gold,2026-08-15T13:20:19.941069+00:00
1125,Jessica,Rice,tscott@example.com,(575)540-8321x887,119 Williams Points Apt. 618,Lake Veronicaborough,NJ,12344,Silver,2026-08-15T13:20:19.941069+00:00
1126,Stacey,Wagner,cassandra84@example.net,(268)223-1956,560 Jacob Roads,North Charles,VA,83030,Silver,2026-08-15T13:20:19.942069+00:00
1127,Sandra,Welch,lramirez@example.net,561-515-2917x6300,6417 Kiara Freeway,Lake Courtney,GA,25923,Gold,2026-08-15T13:20:19.942069+00:00
1128,Mason,Medina,deniserivera@example.com,(456)369-7399x763,3334 Benson Inlet Suite 191,Anthonyberg,HI,52195,Silver,2026-08-15T13:20:19.942069+00:00
1129,Joshua,Lewis,nelsonmark@example.net,001-921-379-4581,607 Joe Road,West Glen,ME,03938,Bronze,2026-08-15T13:20:19.942069+00:00
1130,Beth,Rowe,brettcruz@example.org,6122437364,1482 Carolyn Corner,East Sarahburgh,PR,66178,Bronze,2026-08-15T13:20:19.942069+00:00
1131,Kayla,Reyes,amy43@example.org,392-755-5621x00515,049 Contreras Road Apt. 516,West Kimberly,VA,01657,Bronze,2026-08-15T13:20:19.943069+00:00
1132,Judith,Montgomery,angelabarber@example.com,247.871.6961,8850 Bradley Brook Suite 251,Lake Mistyhaven,PW,98871,Bronze,2026-08-15T13:20:19.943069+00:00
1133,Daniel,Ford,jaredcampbell@example.com,362.972.8544x54436,737 Ryan Port Apt. 867,Audreyton,FL,95193,Bronze,2026-08-15T13:20:19.943069+00:00
1134,Miguel,Alvarez,bushkimberly@example.org,3404406801,07013 Timothy Groves Apt. 090,Amyhaven,TX,52601,Gold,2026-08-15T13:20:19.943069+00:00
1135,Cindy,Lopez,shannonmoore@example.org,(730)921-1705x0000,78687 Theresa Lodge Apt. 491,Gardnerside,NH,29308,Gold,2026-08-15T13:20:19.944069+00:00
1136,Carolyn,Bell,llee@example.org,683-323-5150,45273 Joseph Street Suite 326,New Anthony,CA,38116,Gold,2026-08-15T13:20:19.944069+00:00
1137,Christopher,Salinas,potteramber@example.com,+1-307-849-6256x23573,18160 Eric Burgs Suite 830,Brittanyberg,WV,44530,Bronze,2026-08-15T13:20:19.944069+00:00
1138,Ashley,Spencer,markhoward@example.net,877-570-7909x47604,2405 Figueroa Falls,Lake Margaretmouth,NY,55494,Bronze,2026-08-15T13:20:19.944069+00:00
1139,Peter,Carpenter,juliaballard@example.net,3868502326,7811 Gary Cliffs,Davidchester,NM,18769,Silver,2026-08-15T13:20:19.944069+00:00
1140,Jason,Sutton,lauriecharles@example.org,976-852-3045,0577 Cameron Mountain Apt. 552,Christopherport,CA,39791,Bronze,2026-08-15T13:20:19.945069+00:00
1141,Chase,Campos,evan29@example.com,001-587-351-4930x43276,563 Wang Mews,East Jesse,UT,14073,Gold,2026-08-15T13:20:19.945069+00:00
1142,Sandra,Bright,juan36@example.org,001-876-429-7130x8495,0751 Cathy Spurs,Jacobstad,NE,82738,Bronze,2026-08-15T13:20:19.945069+00:00
1143,David,Kelly,harringtonjared@example.com,2444078824,78900 Melton Plain Suite 111,South Manuel,MA,87522,Silver,2026-08-15T13:20:19.945069+00:00
1144,Cheryl,Barrett,louis24@example.org,6578958641,262 Ferguson Roads Suite 007,Abbottport,NY,93257,Silver,2026-08-15T13:20:19.945069+00:00
1145,Megan,Price,paigestewart@example.org,5182896460,8269 Elizabeth Fords Apt. 828,Martinezport,VA,13240,Bronze,2026-08-15T13:20:19.946069+00:00
1146,Jennifer,Richardson,pamjones@example.com,3833156050,719 Stephen Lights Apt. 153,North Christinashire,DC,06938,Silver,2026-08-15T13:20:19.946069+00:00
1147,Karen,Moreno,brianday@example.com,+1-571-753-1076x421,2756 Russell Summit,Gouldhaven,NC,86611,Silver,2026-08-15T13:20:19.946069+00:00
1148,Kevin,Powers,whitetrevor@example.net,829-357-4504x860,67643 Miller Mountain Apt. 632,Lake Aprilburgh,OK,20655,Silver,2026-08-15T13:20:19.946069+00:00
1149,Deanna,Sims,nathan24@example.com,(487)221-8995,7075 Powell Passage Apt. 996,Lisafort,CO,77471,Bronze,2026-08-15T13:20:19.946069+00:00
1150,Amanda,Davis,iclark@example.net,3062803144,876 Cody Spurs Apt. 504,New Samantha,GA,23145,Gold,2026-08-15T13:20:19.947134+00:00
1151,Jeffrey,Foster,jeffreyhodges@example.net,001-244-987-0805,4274 Burns Ferry Suite 168,Juanton,FM,91225,Bronze,2026-08-15T13:20:19.947134+00:00
1152,Tonya,Cummings,michael31@example.org,530-842-3245x649,6978 Dennis Squares,Walkerside,AZ,19798,Gold,2026-08-15T13:20:19.947134+00:00
1153,Charles,Holt,zhall@example.com,744.696.4842x0482,21991 Kevin Squares,Juanport,AS,15322,Bronze,2026-08-15T13:20:19.947134+00:00
1154,Jonathan,Combs,alyssa99@example.com,(634)489-6419,1595 Ruth Bypass,East Jessicamouth,GA,86977,Gold,2026-08-15T13:20:19.947134+00:00
1155,James,French,sarahhamilton@example.com,5813545006,5636 Tonya Street Suite 937,North Susanborough,DC,46439,Bronze,2026-08-15T13:20:19.948134+00:00
1156,Don,Alvarado,lindajohnson@example.org,(550)675-7110x9957,932 David Unions Apt. 920,Floresshire,ND,21336,Gold,2026-08-15T13:20:19.948134+00:00
1157,Candace,Delgado,xmoses@example.net,530-343-6375,26290 Gabriel Islands,New Travis,FL,07126,Gold,2026-08-15T13:20:19.948134+00:00
1158,Nicole,Rivera,lrojas@example.org,2334304889,536 Davidson Cape Apt. 662,Port Katherine,CA,32004,Gold,2026-08-15T13:20:19.948134+00:00
1159,Isaiah,Fisher,stevensmith@example.com,+1-411-729-8724x785,303 Wendy Land,Port Denise,ND,23090,Bronze,2026-08-15T13:20:19.948134+00:00
1160,Molly,Jenkins,jonathanfinley@example.com,605.200.7341x768,122 Gordon Flats Suite 343,New Matthew,ND,12125,Silver,2026-08-15T13:20:19.948134+00:00
1161,Trevor,Turner,smithcynthia@example.org,+1-366-795-8460x7146,9925 Pena Motorway,Alexberg,MO,10807,Bronze,2026-08-15T13:20:19.949309+00:00
1162,Miranda,Tran,schwartzdavid@example.net,+1-806-844-9099,1249 Gonzalez Corners,Port Hollyberg,MT,01022,Bronze,2026-08-15T13:20:19.949309+00:00
1163,Steven,Jackson,hgarcia@example.org,649-335-7135,7564 Aaron Locks,Zacharyborough,IA,36094,Bronze,2026-08-15T13:20:19.949309+00:00
1164,Katrina,Wood,williamsmith@example.net,982.341.4926x19586,28630 Flores Fields,Port Dorothy,OK,84743,Silver,2026-08-15T13:20:19.949309+00:00
1165,Elizabeth,Williams,michelle93@example.net,+1-773-393-8234x960,68845 Dean Light Apt. 178,Oneillview,AK,38508,Bronze,2026-08-15T13:20:19.949309+00:00
1166,Kristy,Shannon,zcarter@example.com,613-854-8172x1645,5604 Allen Run Apt. 898,Brianland,OH,42624,Bronze,2026-08-15T13:20:19.950310+00:00
1167,Matthew,Boyd,williamsdouglas@example.net,(355)848-7460x3947,6715 Crystal Overpass Apt. 951,South Peter,OK,46956,Silver,2026-08-15T13:20:19.950310+00:00
1168,Lisa,Hansen,yyoung@example.com,891-524-7440x545,7511 Holder Brook Apt. 688,Theresaland,NM,68732,Gold,2026-08-15T13:20:19.950310+00:00
1169,Phyllis,Saunders,thompsonblake@example.net,648.478.4723x76196,257 Rasmussen Ford Apt. 568,South Joseton,PA,66069,Gold,2026-08-15T13:20:19.950984+00:00
